Pathway	GeneID	Symbol	Description	Salt24h_vs_CK_log2FC	Salt24h_vs_CK_padj	Salt48h_vs_CK_log2FC	Salt48h_vs_CK_padj	Salt48h_vs_24h_log2FC	Salt48h_vs_24h_padj
Ubiquitin_Proteasome	CL2399.Contig1_All	sp|Q8W468|ARI8_ARATH/0.0/Probable E3 ubiquitin-protein ligase ARI8 OS=Arabidopsis thaliana GN=ARI8 PE=2 SV=1	gi|357150016|ref|XP_003575311.1|/0/PREDICTED: probable E3 ubiquitin-protein ligase ARI8 [Brachypodium distachyon] &gt;gi|944064649|gb|KQK00240.1| hypothetical protein BRADI_3g48130 [Brachypodium distachyon]	0.1943	NA	-0.1746	NA	-0.3689	NA
Ubiquitin_Proteasome	CL2399.Contig4_All	sp|Q8W468|ARI8_ARATH/0.0/Probable E3 ubiquitin-protein ligase ARI8 OS=Arabidopsis thaliana GN=ARI8 PE=2 SV=1	gi|357150016|ref|XP_003575311.1|/0/PREDICTED: probable E3 ubiquitin-protein ligase ARI8 [Brachypodium distachyon] &gt;gi|944064649|gb|KQK00240.1| hypothetical protein BRADI_3g48130 [Brachypodium distachyon]	-0.2231	NA	-0.8802	NA	-0.6571	NA
Ubiquitin_Proteasome	CL2399.Contig6_All	sp|Q8W468|ARI8_ARATH/0.0/Probable E3 ubiquitin-protein ligase ARI8 OS=Arabidopsis thaliana GN=ARI8 PE=2 SV=1	gi|357150016|ref|XP_003575311.1|/0/PREDICTED: probable E3 ubiquitin-protein ligase ARI8 [Brachypodium distachyon] &gt;gi|944064649|gb|KQK00240.1| hypothetical protein BRADI_3g48130 [Brachypodium distachyon]	0.6523	NA	0.2775	NA	-0.3748	NA
Transcription	CL24.Contig2_All		gi|226510526|ref|NP_001150800.1|/2.45634e-34/ZIM motif family protein [Zea mays] &gt;gi|195641950|gb|ACG40443.1| ZIM motif family protein [Zea mays] &gt;gi|413956816|gb|AFW89465.1| putative tify domain/CCT motif transcription factor family protein [Zea mays] &gt;gi|645167761|gb|AIB05493.1| ZIM transcription factor, partial [Zea mays]	-1.1346	NA	-0.1947	NA	0.94	NA
Serine	CL2419.Contig1_All	sp|C0LGP4|Y3475_ARATH/1e-92/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475623664|gb|EMT32317.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-0.8728	NA	-2.7472	NA	-1.8745	NA
Serine	CL2419.Contig2_All	sp|C0LGP4|Y3475_ARATH/2e-163/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475623664|gb|EMT32317.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-0.3523	NA	-1.415	NA	-1.0627	NA
Protein_Kinase_Signalling	CL2420.Contig2_All	sp|A2Y4B6|CDKD1_ORYSI/1e-36/Cyclin-dependent kinase D-1 OS=Oryza sativa subsp. indica GN=CDKD-1 PE=2 SV=1	gi|158512927|sp|A2Y4B6.1|CDKD1_ORYSI/1.07103e-34/RecName: Full=Cyclin-dependent kinase D-1; Short=CDKD;1; AltName: Full=CDC2+/CDC28-related protein kinase R2; AltName: Full=CDK-activating kinase R2; Short=CAK-R2 &gt;gi|125552217|gb|EAY97926.1| hypothetical protein OsI_19842 [Oryza sativa Indica Group]	-5.7004	NA	0.3656	NA	6.0661	NA
Protein_Kinase_Signalling	CL2420.Contig7_All	sp|P29620|CDKD1_ORYSJ/2e-35/Cyclin-dependent kinase D-1 OS=Oryza sativa subsp. japonica GN=CDKD-1 PE=1 SV=1	gi|115463701|ref|NP_001055450.1|/2.24488e-33/Os05g0392300 [Oryza sativa Japonica Group] &gt;gi|266410|sp|P29620.1|CDKD1_ORYSJ RecName: Full=Cyclin-dependent kinase D-1; Short=CDKD;1; AltName: Full=CDC2+/CDC28-related protein kinase R2; AltName: Full=CDK-activating kinase R2; Short=CAK-R2 &gt;gi|20194|emb|CAA41172.1| cdc2+/CDC28-related protein kinase [Oryza sativa Japonica Group] &gt;gi|113579001|dbj|BAF17364.1| Os05g0392300 [Oryza sativa Japonica Group] &gt;gi|222631483|gb|EEE63615.1| hypothetical protein OsJ_18432 [Oryza sativa Japonica Group]	0.4118	NA	-0.2996	NA	-0.7114	NA
Vitamin_C_Ascorbate	CL2425.Contig2_All	sp|Q6SZ87|NAT11_ARATH/0.0/Nucleobase-ascorbate transporter 11 OS=Arabidopsis thaliana GN=NAT11 PE=2 SV=1	gi|357122779|ref|XP_003563092.1|/0/PREDICTED: nucleobase-ascorbate transporter 11 [Brachypodium distachyon] &gt;gi|944080818|gb|KQK16170.1| hypothetical protein BRADI_1g27197 [Brachypodium distachyon]	0.9755	NA	-0.7311	NA	-1.7066	NA
Vitamin_C_Ascorbate	CL2425.Contig3_All	sp|Q6SZ87|NAT11_ARATH/1e-30/Nucleobase-ascorbate transporter 11 OS=Arabidopsis thaliana GN=NAT11 PE=2 SV=1	gi|357122779|ref|XP_003563092.1|/1.70884e-37/PREDICTED: nucleobase-ascorbate transporter 11 [Brachypodium distachyon] &gt;gi|944080818|gb|KQK16170.1| hypothetical protein BRADI_1g27197 [Brachypodium distachyon]	0.0948	NA	-1.0544	NA	-1.1492	NA
Vitamin_C_Ascorbate	CL2425.Contig4_All	sp|Q6SZ87|NAT11_ARATH/0.0/Nucleobase-ascorbate transporter 11 OS=Arabidopsis thaliana GN=NAT11 PE=2 SV=1	gi|357122779|ref|XP_003563092.1|/0/PREDICTED: nucleobase-ascorbate transporter 11 [Brachypodium distachyon] &gt;gi|944080818|gb|KQK16170.1| hypothetical protein BRADI_1g27197 [Brachypodium distachyon]	-4.9113	NA	-2.3934	NA	2.5178	NA
Glycine	CL2428.Contig1_All		gi|602315417|gb|KF426760.1|/8.19356e-30/Fargesia nitida voucher zhang08017 (KUN) mitochondrial aminomethyltransferase gene, partial cds; nuclear gene for mitochondrial product	2.8908	NA	3.8745	NA	0.9837	NA
Glycine	CL2428.Contig2_All		gi|602315417|gb|KF426760.1|/3.07774e-49/Fargesia nitida voucher zhang08017 (KUN) mitochondrial aminomethyltransferase gene, partial cds; nuclear gene for mitochondrial product	0.5928	NA	1.7346	NA	1.1418	NA
Serine	CL243.Contig7_All	sp|P48489|PP1_ORYSJ/9e-145/Serine/threonine-protein phosphatase PP1 OS=Oryza sativa subsp. japonica GN=Os03g0268000 PE=2 SV=2	gi|721661932|ref|XP_010235195.1|/1.11953e-175/PREDICTED: serine/threonine-protein phosphatase PP1-like isoform X1 [Brachypodium distachyon]	0.0735	NA	-0.6951	NA	-0.7687	NA
Serine	CL243.Contig8_All	sp|P48482|PP12_ARATH/1e-47/Serine/threonine-protein phosphatase PP1 isozyme 2 OS=Arabidopsis thaliana GN=TOPP2 PE=1 SV=1	gi|721661932|ref|XP_010235195.1|/3.18508e-58/PREDICTED: serine/threonine-protein phosphatase PP1-like isoform X1 [Brachypodium distachyon]	-0.7705	NA	-6.4429	NA	-5.6724	NA
Jasmonate_JA	CL2444.Contig1_All	sp|Q8GSM2|LOX23_HORVU/5e-84/Lipoxygenase 2.3, chloroplastic OS=Hordeum vulgare GN=LOX2.3 PE=1 SV=1	gi|743814642|ref|XP_010930111.1|/7.75707e-108/PREDICTED: lipoxygenase 6, chloroplastic isoform X2 [Elaeis guineensis]	-0.8646	NA	-4.3123	NA	-3.4477	NA
Jasmonate_JA	CL2444.Contig2_All	sp|P93184|LOX21_HORVU/1e-126/Lipoxygenase 2.1, chloroplastic OS=Hordeum vulgare GN=LOX2.1 PE=1 SV=1	gi|475580656|gb|EMT18654.1|/1.52589e-142/Putative lipoxygenase 8, chloroplastic [Aegilops tauschii]	-3.6885	NA	-8.4959	NA	-4.8074	NA
Jasmonate_JA	CL2444.Contig3_All	sp|P93184|LOX21_HORVU/1e-133/Lipoxygenase 2.1, chloroplastic OS=Hordeum vulgare GN=LOX2.1 PE=1 SV=1	gi|502148324|ref|XP_004507121.1|/7.39673e-116/PREDICTED: linoleate 13S-lipoxygenase 2-1, chloroplastic-like isoform X1 [Cicer arietinum]	-0.6949	NA	-4.1073	NA	-3.4124	NA
Glutamate	CL2458.Contig3_All		gi|226532590|ref|NP_001147292.1|/1.38368e-09/glutamate carboxypeptidase 2 [Zea mays] &gt;gi|195609594|gb|ACG26627.1| glutamate carboxypeptidase 2 [Zea mays] &gt;gi|224029657|gb|ACN33904.1| unknown [Zea mays] &gt;gi|414880581|tpg|DAA57712.1| TPA: glutamate carboxypeptidase 2 [Zea mays]	1.6374	NA	1.5525	NA	-0.0849	NA
Protein_Kinase_Signalling	CL2461.Contig1_All	sp|Q8RXG3|M2K5_ARATH/2e-105/Mitogen-activated protein kinase kinase 5 OS=Arabidopsis thaliana GN=MKK5 PE=1 SV=2	gi|357137347|ref|XP_003570262.1|/6.3866e-142/PREDICTED: mitogen-activated protein kinase kinase 5-like [Brachypodium distachyon] &gt;gi|944065474|gb|KQK01065.1| hypothetical protein BRADI_3g53650 [Brachypodium distachyon]	0.0634	NA	-1.3367	NA	-1.4001	NA
Protein_Kinase_Signalling	CL2461.Contig2_All	sp|O80397|M2K4_ARATH/2e-59/Mitogen-activated protein kinase kinase 4 OS=Arabidopsis thaliana GN=MKK4 PE=1 SV=1	gi|573948851|ref|XP_006656726.1|/1.42468e-76/PREDICTED: mitogen-activated protein kinase kinase 5-like, partial [Oryza brachyantha]	-0.3333	NA	0.0075	NA	0.3408	NA
Protein_Kinase_Signalling	CL2461.Contig3_All	sp|Q8RXG3|M2K5_ARATH/5e-131/Mitogen-activated protein kinase kinase 5 OS=Arabidopsis thaliana GN=MKK5 PE=1 SV=2	gi|357137347|ref|XP_003570262.1|/5.20916e-171/PREDICTED: mitogen-activated protein kinase kinase 5-like [Brachypodium distachyon] &gt;gi|944065474|gb|KQK01065.1| hypothetical protein BRADI_3g53650 [Brachypodium distachyon]	-0.061	NA	-0.5726	NA	-0.5116	NA
Niacin_Nicotinamide	CL2472.Contig2_All	sp|Q0IZS0|NADC_ORYSJ/2e-58/Nicotinate-nucleotide pyrophosphorylase [carboxylating], chloroplastic OS=Oryza sativa subsp. japonica GN=Os09g0553600 PE=2 SV=1	gi|357159945|ref|XP_003578608.1|/7.84778e-61/PREDICTED: nicotinate-nucleotide pyrophosphorylase [carboxylating], chloroplastic [Brachypodium distachyon] &gt;gi|721682186|ref|XP_010238478.1| PREDICTED: nicotinate-nucleotide pyrophosphorylase [carboxylating], chloroplastic [Brachypodium distachyon] &gt;gi|944055752|gb|KQJ91390.1| hypothetical protein BRADI_4g37380 [Brachypodium distachyon] &gt;gi|944055753|gb|KQJ91391.1| hypothetical protein BRADI_4g37380 [Brachypodium distachyon]	-6.7814	NA	-2.3219	NA	4.4594	NA
Translation	CL248.Contig1_All	sp|O23290|RL36A_ARATH/4e-60/60S ribosomal protein L36a OS=Arabidopsis thaliana GN=RPL36AA PE=2 SV=3	gi|357122610|ref|XP_003563008.1|/5.88799e-61/PREDICTED: 60S ribosomal protein L36a [Brachypodium distachyon] &gt;gi|357122950|ref|XP_003563176.1| PREDICTED: 60S ribosomal protein L36a [Brachypodium distachyon] &gt;gi|326493730|dbj|BAJ85326.1| predicted protein [Hordeum vulgare subsp. vulgare] &gt;gi|326504668|dbj|BAK06625.1| predicted protein [Hordeum vulgare subsp. vulgare] &gt;gi|473793750|gb|EMS46393.1| 60S ribosomal protein L36a [Triticum urartu] &gt;gi|473892154|gb|EMS48815.1| 60S ribosomal protein L36a [Triticum urartu] &gt;gi|944080607|gb|KQK15959.1| hypothetical protein BRADI_1g26010 [Brachypodium distachyon] &gt;gi|944081086|gb|KQK16438.1| hypothetical protein BRADI_1g28750 [Brachypodium distachyon] &gt;gi|944081087|gb|KQK16439.1| hypothetical protein BRADI_1g28750 [Brachypodium distachyon] &gt;gi|944081088|gb|KQK16440.1| hypothetical protein BRADI_1g28750 [Brachypodium distachyon]	0.182	NA	0.4691	NA	0.2871	NA
Translation	CL248.Contig2_All	sp|O23290|RL36A_ARATH/1e-09/60S ribosomal protein L36a OS=Arabidopsis thaliana GN=RPL36AA PE=2 SV=3	gi|357122610|ref|XP_003563008.1|/3.46541e-08/PREDICTED: 60S ribosomal protein L36a [Brachypodium distachyon] &gt;gi|357122950|ref|XP_003563176.1| PREDICTED: 60S ribosomal protein L36a [Brachypodium distachyon] &gt;gi|326493730|dbj|BAJ85326.1| predicted protein [Hordeum vulgare subsp. vulgare] &gt;gi|326504668|dbj|BAK06625.1| predicted protein [Hordeum vulgare subsp. vulgare] &gt;gi|473793750|gb|EMS46393.1| 60S ribosomal protein L36a [Triticum urartu] &gt;gi|473892154|gb|EMS48815.1| 60S ribosomal protein L36a [Triticum urartu] &gt;gi|944080607|gb|KQK15959.1| hypothetical protein BRADI_1g26010 [Brachypodium distachyon] &gt;gi|944081086|gb|KQK16438.1| hypothetical protein BRADI_1g28750 [Brachypodium distachyon] &gt;gi|944081087|gb|KQK16439.1| hypothetical protein BRADI_1g28750 [Brachypodium distachyon] &gt;gi|944081088|gb|KQK16440.1| hypothetical protein BRADI_1g28750 [Brachypodium distachyon]	1.9712	NA	0	NA	-1.9712	NA
Proline	CL2492.Contig2_All		gi|473948405|gb|EMS50622.1|/1.24666e-11/Proline-rich receptor-like protein kinase PERK13 [Triticum urartu]	1.5749	NA	1.6771	NA	0.1022	NA
Protein_Kinase_Signalling	CL2495.Contig1_All	sp|Q9ASX5|Y5520_ARATH/1e-27/Uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic OS=Arabidopsis thaliana GN=At5g05200 PE=2 SV=1	gi|319759284|gb|ADV71378.1|/0/ABC1 protein kinase [Triticum aestivum]	-0.1072	NA	-0.5635	NA	-0.4563	NA
Protein_Kinase_Signalling	CL2495.Contig3_All	sp|Q9MA15|Y1796_ARATH/3e-37/Uncharacterized aarF domain-containing protein kinase At1g79600, chloroplastic OS=Arabidopsis thaliana GN=At1g79600 PE=2 SV=1	gi|319759284|gb|ADV71378.1|/0/ABC1 protein kinase [Triticum aestivum]	-0.2206	NA	-0.5603	NA	-0.3397	NA
Protein_Kinase_Signalling	CL2495.Contig5_All	sp|Q9MA15|Y1796_ARATH/1e-37/Uncharacterized aarF domain-containing protein kinase At1g79600, chloroplastic OS=Arabidopsis thaliana GN=At1g79600 PE=2 SV=1	gi|319759284|gb|ADV71378.1|/0/ABC1 protein kinase [Triticum aestivum]	0.5365	NA	-0.0468	NA	-0.5834	NA
Protein_Kinase_Signalling	CL2495.Contig6_All	sp|Q9MA15|Y1796_ARATH/3e-11/Uncharacterized aarF domain-containing protein kinase At1g79600, chloroplastic OS=Arabidopsis thaliana GN=At1g79600 PE=2 SV=1	gi|573917872|ref|XP_006646578.1|/1.11958e-136/PREDICTED: uncharacterized aarF domain-containing protein kinase 1-like [Oryza brachyantha]	-0.9069	NA	-0.4919	NA	0.415	NA
Serine	CL2497.Contig11_All	sp|C0LGP4|Y3475_ARATH/1e-14/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580452|gb|EMT18600.1|/9.21163e-60/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-1.6859	NA	-2.4021	NA	-0.7162	NA
Serine	CL2497.Contig13_All	sp|C0LGP4|Y3475_ARATH/0.0/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580451|gb|EMT18599.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	2.4293	NA	2.296	NA	-0.1333	NA
Serine	CL2497.Contig14_All	sp|C0LGP4|Y3475_ARATH/1e-48/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475616316|gb|EMT29721.1|/1.55783e-127/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	3.7415	NA	3.9189	NA	0.1774	NA
Serine	CL2497.Contig16_All	sp|C0LGP4|Y3475_ARATH/1e-17/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475616316|gb|EMT29721.1|/2.08141e-35/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-7.2192	NA	-7.2192	NA	0	NA
Serine	CL2497.Contig17_All	sp|C0LGP4|Y3475_ARATH/1e-54/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580453|gb|EMT18601.1|/4.9795e-115/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-4.2928	NA	-7.6147	NA	-3.3219	NA
Serine	CL2497.Contig19_All	sp|C0LGT6|EFR_ARATH/5e-21/LRR receptor-like serine/threonine-protein kinase EFR OS=Arabidopsis thaliana GN=EFR PE=1 SV=1	gi|475580451|gb|EMT18599.1|/6.16916e-48/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-6.1497	NA	-6.1497	NA	0	NA
Serine	CL2497.Contig2_All	sp|C0LGP4|Y3475_ARATH/1e-14/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475604802|gb|EMT25844.1|/4.51217e-58/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-7.6511	NA	-2.9506	NA	4.7004	NA
Serine	CL2497.Contig20_All	sp|C0LGT6|EFR_ARATH/3e-36/LRR receptor-like serine/threonine-protein kinase EFR OS=Arabidopsis thaliana GN=EFR PE=1 SV=1	gi|475580453|gb|EMT18601.1|/8.28432e-90/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-7.5078	NA	-7.5078	NA	0	NA
Serine	CL2497.Contig3_All	sp|C0LGP4|Y3475_ARATH/7e-15/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580452|gb|EMT18600.1|/9.44004e-56/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-9.3837	NA	-9.3837	NA	0	NA
Serine	CL2497.Contig4_All	sp|C0LGP4|Y3475_ARATH/2e-13/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580452|gb|EMT18600.1|/3.70042e-55/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-8.5392	NA	-8.5392	NA	0	NA
Serine	CL2497.Contig6_All	sp|C0LGP4|Y3475_ARATH/0.0/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580451|gb|EMT18599.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-1.7016	NA	-0.6585	NA	1.0431	NA
Serine	CL2497.Contig7_All	sp|C0LGP4|Y3475_ARATH/0.0/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580451|gb|EMT18599.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	1.245	NA	0.5537	NA	-0.6913	NA
Serine	CL2497.Contig8_All	sp|C0LGP4|Y3475_ARATH/0.0/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475604802|gb|EMT25844.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-0.0078	NA	0.3996	NA	0.4074	NA
Serine	CL2497.Contig9_All	sp|C0LGP4|Y3475_ARATH/0.0/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580451|gb|EMT18599.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	1.3187	NA	0.5888	NA	-0.7299	NA
Translation	CL250.Contig1_All	sp|O65037|RK27_ORYSJ/5e-97/50S ribosomal protein L27, chloroplastic OS=Oryza sativa subsp. japonica GN=RPL27 PE=2 SV=1	gi|960466159|ref|XP_003564962.2|/2.23278e-111/PREDICTED: 50S ribosomal protein L27, chloroplastic, partial [Brachypodium distachyon]	-0.0485	NA	0.4341	NA	0.4827	NA
Translation	CL250.Contig2_All	sp|O65037|RK27_ORYSJ/8e-98/50S ribosomal protein L27, chloroplastic OS=Oryza sativa subsp. japonica GN=RPL27 PE=2 SV=1	gi|960466159|ref|XP_003564962.2|/4.16062e-113/PREDICTED: 50S ribosomal protein L27, chloroplastic, partial [Brachypodium distachyon]	0.3244	NA	0.7363	NA	0.4119	NA
Translation	CL250.Contig3_All	sp|O65037|RK27_ORYSJ/2e-98/50S ribosomal protein L27, chloroplastic OS=Oryza sativa subsp. japonica GN=RPL27 PE=2 SV=1	gi|960466159|ref|XP_003564962.2|/8.38484e-113/PREDICTED: 50S ribosomal protein L27, chloroplastic, partial [Brachypodium distachyon]	-0.0618	NA	0.3447	NA	0.4066	NA
Chaperone	CL2503.Contig1_All	sp|Q04960|DNJH_CUCSA/0.0/DnaJ protein homolog OS=Cucumis sativus GN=DNAJ1 PE=2 SV=1	gi|525333932|gb|AGR45906.1|/0/DnaJ protein 2-like protein [Triticum aestivum]	-0.5389	NA	-1.5946	NA	-1.0557	NA
Chaperone	CL2503.Contig2_All	sp|Q04960|DNJH_CUCSA/0.0/DnaJ protein homolog OS=Cucumis sativus GN=DNAJ1 PE=2 SV=1	gi|525333932|gb|AGR45906.1|/0/DnaJ protein 2-like protein [Triticum aestivum]	-0.1648	NA	-0.8094	NA	-0.6446	NA
Chaperone	CL2503.Contig3_All	sp|Q04960|DNJH_CUCSA/0.0/DnaJ protein homolog OS=Cucumis sativus GN=DNAJ1 PE=2 SV=1	gi|525333932|gb|AGR45906.1|/0/DnaJ protein 2-like protein [Triticum aestivum]	-0.6263	NA	-1.5973	NA	-0.971	NA
Chaperone	CL2503.Contig4_All	sp|Q04960|DNJH_CUCSA/1e-145/DnaJ protein homolog OS=Cucumis sativus GN=DNAJ1 PE=2 SV=1	gi|525333932|gb|AGR45906.1|/0/DnaJ protein 2-like protein [Triticum aestivum]	0.4434	NA	-0.1171	NA	-0.5605	NA
Chaperone	CL2503.Contig5_All	sp|Q04960|DNJH_CUCSA/0.0/DnaJ protein homolog OS=Cucumis sativus GN=DNAJ1 PE=2 SV=1	gi|525333932|gb|AGR45906.1|/0/DnaJ protein 2-like protein [Triticum aestivum]	-0.3622	NA	-1.1673	NA	-0.8051	NA
Chaperone	CL2503.Contig6_All	sp|Q04960|DNJH_CUCSA/0.0/DnaJ protein homolog OS=Cucumis sativus GN=DNAJ1 PE=2 SV=1	gi|525333932|gb|AGR45906.1|/0/DnaJ protein 2-like protein [Triticum aestivum]	-0.3547	NA	-0.8515	NA	-0.4968	NA
Chaperone	CL2503.Contig7_All	sp|Q04960|DNJH_CUCSA/0.0/DnaJ protein homolog OS=Cucumis sativus GN=DNAJ1 PE=2 SV=1	gi|525333932|gb|AGR45906.1|/0/DnaJ protein 2-like protein [Triticum aestivum]	-0.4483	NA	-1.1202	NA	-0.6719	NA
Serine	CL2506.Contig1_All	sp|Q5HZ38|GRIK2_ARATH/2e-37/Serine/threonine-protein kinase GRIK2 OS=Arabidopsis thaliana GN=GRIK2 PE=1 SV=1	gi|357118000|ref|XP_003560748.1|/6.22666e-120/PREDICTED: serine/threonine-protein kinase GRIK1-like [Brachypodium distachyon] &gt;gi|944078262|gb|KQK13614.1| hypothetical protein BRADI_1g11340 [Brachypodium distachyon]	0.2022	NA	-1.2966	NA	-1.4988	NA
Serine	CL2506.Contig2_All	sp|Q5HZ38|GRIK2_ARATH/6e-38/Serine/threonine-protein kinase GRIK2 OS=Arabidopsis thaliana GN=GRIK2 PE=1 SV=1	gi|357118000|ref|XP_003560748.1|/3.82114e-126/PREDICTED: serine/threonine-protein kinase GRIK1-like [Brachypodium distachyon] &gt;gi|944078262|gb|KQK13614.1| hypothetical protein BRADI_1g11340 [Brachypodium distachyon]	0.4728	NA	-0.4183	NA	-0.8911	NA
Serine	CL2506.Contig3_All	sp|Q5HZ38|GRIK2_ARATH/2e-37/Serine/threonine-protein kinase GRIK2 OS=Arabidopsis thaliana GN=GRIK2 PE=1 SV=1	gi|357118000|ref|XP_003560748.1|/4.19142e-125/PREDICTED: serine/threonine-protein kinase GRIK1-like [Brachypodium distachyon] &gt;gi|944078262|gb|KQK13614.1| hypothetical protein BRADI_1g11340 [Brachypodium distachyon]	-2.9871	NA	-6.7944	NA	-3.8074	NA
Protein_Kinase_Signalling	CL2506.Contig4_All	sp|Q5HZ38|GRIK2_ARATH/1e-111/Serine/threonine-protein kinase GRIK2 OS=Arabidopsis thaliana GN=GRIK2 PE=1 SV=1	gi|115454909|ref|NP_001051055.1|/0/Os03g0711300 [Oryza sativa Japonica Group] &gt;gi|108710717|gb|ABF98512.1| Protein kinase domain containing protein, expressed [Oryza sativa Japonica Group] &gt;gi|113549526|dbj|BAF12969.1| Os03g0711300 [Oryza sativa Japonica Group] &gt;gi|222625664|gb|EEE59796.1| hypothetical protein OsJ_12316 [Oryza sativa Japonica Group] &gt;gi|937911102|dbj|BAS86022.1| Os03g0711300 [Oryza sativa Japonica Group]	-0.094	NA	0.0698	NA	0.1637	NA
Serine	CL2506.Contig5_All	sp|Q5HZ38|GRIK2_ARATH/3e-148/Serine/threonine-protein kinase GRIK2 OS=Arabidopsis thaliana GN=GRIK2 PE=1 SV=1	gi|357118000|ref|XP_003560748.1|/0/PREDICTED: serine/threonine-protein kinase GRIK1-like [Brachypodium distachyon] &gt;gi|944078262|gb|KQK13614.1| hypothetical protein BRADI_1g11340 [Brachypodium distachyon]	-0.4481	NA	-0.9881	NA	-0.54	NA
Serine	CL2506.Contig6_All	sp|Q5HZ38|GRIK2_ARATH/5e-149/Serine/threonine-protein kinase GRIK2 OS=Arabidopsis thaliana GN=GRIK2 PE=1 SV=1	gi|357118000|ref|XP_003560748.1|/0/PREDICTED: serine/threonine-protein kinase GRIK1-like [Brachypodium distachyon] &gt;gi|944078262|gb|KQK13614.1| hypothetical protein BRADI_1g11340 [Brachypodium distachyon]	-0.2093	NA	-0.264	NA	-0.0547	NA
Translation	CL2507.Contig1_All	sp|Q0D5W6|SUI1_ORYSJ/8e-70/Protein translation factor SUI1 homolog OS=Oryza sativa subsp. japonica GN=GOS2 PE=3 SV=1	gi|413945899|gb|AFW78548.1|/1.26325e-83/LOW QUALITY PROTEIN: protein translation factor SUI1 [Zea mays]	0.0508	NA	1.7993	NA	1.7485	NA
Translation	CL2507.Contig2_All	sp|Q0D5W6|SUI1_ORYSJ/1e-69/Protein translation factor SUI1 homolog OS=Oryza sativa subsp. japonica GN=GOS2 PE=3 SV=1	gi|413945899|gb|AFW78548.1|/3.19427e-83/LOW QUALITY PROTEIN: protein translation factor SUI1 [Zea mays]	-0.1442	NA	1.377	NA	1.5212	NA
Translation	CL2507.Contig3_All	sp|Q0D5W6|SUI1_ORYSJ/6e-70/Protein translation factor SUI1 homolog OS=Oryza sativa subsp. japonica GN=GOS2 PE=3 SV=1	gi|413945899|gb|AFW78548.1|/1.01873e-83/LOW QUALITY PROTEIN: protein translation factor SUI1 [Zea mays]	0.3902	NA	1.2544	NA	0.8643	NA
