GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cre02.g107000			Cre02.g107000	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity nucleus cytoplasm signal transduction regulation of meiotic cell cycle G2/M transition of mitotic cell cycle cyclin-dependent protein serine/threonine kinase activity	Serine
Cre02.g082950			Cre02.g082950	Golgi apparatus glycosyltransferase activity	Vesicle_Trafficking
Cre02.g141900			Cre02.g141900	membrane Golgi apparatus endoplasmic reticulum endoplasmic reticulum to Golgi vesicle-mediated transport intracellular protein transport COPII-coated ER to Golgi transport vesicle endoplasmic reticulum-Golgi intermediate compartment Golgi organization	Vesicle_Trafficking
Cre02.g140981			Cre02.g140981	Unknown	Unknown
Cre02.g074370			Cre02.g074370	ATP binding protein kinase activity calcium ion binding protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity nucleus cytoplasm intracellular signal transduction calmodulin binding calcium-dependent protein serine/threonine kinase activity calcium/calmodulin-dependent protein kinase activity	Serine
Cre02.g104550			Cre02.g104550	transcription elongation by RNA polymerase II Cdc73/Paf1 complex nucleus RNA polymerase II complex binding positive regulation of transcription elongation by RNA polymerase II	Cell_Cycle_Chromatin
Cre02.g100900			Cre02.g100900	metal ion binding zinc ion binding	Unknown
Cre02.g090950			Cre02.g090950	membrane endoplasmic reticulum membrane protein binding	Unknown
Cre02.g141786			Cre02.g141786	signal transduction phosphoric diester hydrolase activity 3',5'-cyclic-nucleotide phosphodiesterase activity hydrolase activity metal ion binding 3',5'-cyclic-AMP phosphodiesterase activity 3',5'-cyclic-GMP phosphodiesterase activity	cAMP_Signalling
Cre02.g099251			Cre02.g099251	endopeptidase activity	Unknown
Cre02.g076466			Cre02.g076466	Unknown	Unknown
Cre02.g087000			Cre02.g087000	metal ion binding zinc ion binding	Unknown
Cre02.g087551			Cre02.g087551	retrograde transport, endosome to Golgi GARP complex Golgi apparatus protein transport cytosol Golgi to vacuole transport syntaxin binding	Vesicle_Trafficking
Cre02.g141004			Cre02.g141004	Unknown	Unknown
Cre02.g095048			Cre02.g095048	Unknown	Unknown
Cre02.g082877			Cre02.g082877	ATP binding DNA binding nucleotide binding serine-tRNA ligase activity seryl-tRNA aminoacylation tRNA aminoacylation for protein translation aminoacyl-tRNA ligase activity translation ligase activity mitochondrion tRNA binding mitochondrial seryl-tRNA aminoacylation	Serine
Cre02.g116500			Cre02.g116500	proteolysis serine-type carboxypeptidase activity hydrolase activity peptidase activity carboxypeptidase activity	Serine
Cre02.g073600			Cre02.g073600	Unknown	Unknown
Cre02.g094100			Cre02.g094100	thioredoxin-disulfide reductase (NADPH) activity cellular oxidant detoxification	Redox_Metabolism
Cre02.g100566			Cre02.g100566	Unknown	Unknown
Cre02.g116400			Cre02.g116400	protein binding	Unknown
Cre02.g142046			Cre02.g142046	Unknown	Unknown
Cre02.g145500			Cre02.g145500	ATP binding protein kinase activity protein phosphorylation nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre02.g073200			Cre02.g073200	pyridoxal phosphate binding amino acid metabolic process threonine deaminase activity isoleucine biosynthetic process amino acid biosynthetic process lyase activity branched-chain amino acid biosynthetic process	Vitamin_B6_Pyridoxine
Cre02.g090451			Cre02.g090451	protein binding	Unknown
Cre02.g104600			Cre02.g104600	ubiquitin protein ligase activity BRCA1-BARD1 complex BRCA1-A complex protein binding protein K6-linked ubiquitination	Ubiquitin_Proteasome
Cre02.g110843			Cre02.g110843	Unknown	Unknown
Cre02.g095069			Cre02.g095069	oxidoreductase activity antioxidant activity nucleus cellular oxidant detoxification peroxidase activity cytoplasm cellular response to oxidative stress cell redox homeostasis chloroplast thylakoid lumen thioredoxin peroxidase activity	ROS_Scavenging
Cre02.g108800			Cre02.g108800	protein binding	Unknown
Cre02.g117676			Cre02.g117676	Unknown	Unknown
Cre02.g084950			Cre02.g084950	GMP kinase activity transferase activity kinase activity nucleotide binding ATP binding cytoplasm purine nucleotide metabolic process GMP metabolic process GDP metabolic process cytosol	Purine
Cre02.g088800			Cre02.g088800	RNA binding nucleic acid binding mRNA binding cytosol nucleus mRNA 3'-UTR binding ribonucleoprotein complex poly(A) binding poly(U) RNA binding	Unknown
Cre02.g141626			Cre02.g141626	protein-arginine N-methyltransferase activity regulation of DNA-templated transcription chromatin remodeling peptidyl-arginine methylation protein-arginine omega-N asymmetric methyltransferase activity histone H3R2 methyltransferase activity	Protein_Methylation
Cre02.g107213			Cre02.g107213	Unknown	Unknown
Cre02.g108200			Cre02.g108200	Unknown	Unknown
Cre02.g141526			Cre02.g141526	Unknown	Unknown
Cre02.g099350			Cre02.g099350	membrane scavenger receptor activity vesicle-mediated transport	Unknown
Cre02.g073700			Cre02.g073700	porphyrin-containing compound biosynthetic process uroporphyrinogen decarboxylase activity chloroplast lyase activity carboxy-lyase activity protoporphyrinogen IX biosynthetic process	Chlorophyll
Cre02.g093900			Cre02.g093900	Unknown	Unknown
Cre02.g102650			Cre02.g102650	ATP binding protein kinase activity protein phosphorylation protein serine/threonine kinase activity signal transduction	Serine
Cre02.g093350			Cre02.g093350	Unknown	Unknown
Cre02.g101650			Cre02.g101650	Unknown	Unknown
Cre02.g098900			Cre02.g098900	Unknown	Unknown
Cre02.g113100			Cre02.g113100	mitochondrial inner membrane pyruvate import into mitochondria pyruvate transmembrane transporter activity	Mitochondrial_Transport
Cre02.g078476			Cre02.g078476	Unknown	Unknown
Cre02.g095136			Cre02.g095136	Unknown	Unknown
Cre02.g119650			Cre02.g119650	Unknown	Unknown
Cre02.g094801			Cre02.g094801	Unknown	Unknown
Cre02.g075700			Cre02.g075700	translation ribosome structural constituent of ribosome RNA binding cytosolic large ribosomal subunit ribonucleoprotein complex	Translation
Cre02.g079750			Cre02.g079750	phosphorelay sensor kinase activity signal transduction phosphorelay signal transduction system phosphorylation transferase activity, transferring phosphorus-containing groups transferase activity kinase activity histidine phosphotransfer kinase activity plasma membrane photoreceptor activity protein kinase activity response to blue light protein histidine kinase activity	Histidine
Cre02.g084750			Cre02.g084750	RNA binding nucleic acid binding nucleus cytoplasm mRNA binding	Unknown
Cre02.g118500			Cre02.g118500	intracellular protein transport vesicle-mediated transport structural molecule activity membrane coat protein transport cytoplasmic vesicle Golgi membrane COPI-coated vesicle membrane retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum intra-Golgi vesicle-mediated transport endoplasmic reticulum to Golgi vesicle-mediated transport COPI vesicle coat protein binding	Vesicle_Trafficking
Cre02.g093017			Cre02.g093017	Unknown	Unknown
Cre02.g092926			Cre02.g092926	Unknown	Unknown
Cre02.g110100			Cre02.g110100	membrane calcium ion binding defense response	Unknown
Cre02.g109950			Cre02.g109950	Unknown	Unknown
Cre02.g141926			Cre02.g141926	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity cortical microtubule organization	Serine
Cre02.g096551			Cre02.g096551	Unknown	Unknown
Cre02.g095109			Cre02.g095109	Unknown	Unknown
Cre02.g088750			Cre02.g088750	nucleus regulation of DNA-templated transcription NuA4 histone acetyltransferase complex SAGA complex protein binding	Protein_Acetylation
Cre02.g090000			Cre02.g090000	intracellular signal transduction cyclic nucleotide biosynthetic process adenylate cyclase activity cAMP biosynthetic process	cAMP_Signalling
Cre02.g100000			Cre02.g100000	nucleus DNA binding nucleic acid binding DNA recombination DNA replication DNA repair single-stranded DNA binding telomeric DNA binding double-strand break repair via homologous recombination nucleotide-excision repair chromosome, telomeric region DNA replication factor A complex site of double-strand break	DNA_Repair
Cre02.g118350			Cre02.g118350	membrane	Unknown
Cre02.g109800			Cre02.g109800	cytoplasm	Unknown
Cre02.g141200			Cre02.g141200	NAD+ biosynthetic process nicotinate-nucleotide diphosphorylase (carboxylating) activity transferase activity glycosyltransferase activity pentosyltransferase activity cytoplasm pyridine nucleotide biosynthetic process quinolinate catabolic process	Niacin_Nicotinamide
Cre02.g095112			Cre02.g095112	Unknown	Unknown
Cre02.g084550			Cre02.g084550	acyltransferase activity, transferring groups other than amino-acyl groups	Unknown
Cre02.g097250			Cre02.g097250	intracellular protein transport nucleus cytoplasm protein import into nucleus small GTPase binding	Small_GTPase
Cre02.g089350			Cre02.g089350	Unknown	Unknown
Cre02.g095043			Cre02.g095043	Unknown	Unknown
Cre02.g113450			Cre02.g113450	nucleus regulation of DNA-templated transcription DNA-binding transcription factor activity, RNA polymerase II-specific RNA polymerase II cis-regulatory region sequence-specific DNA binding regulation of transcription by RNA polymerase II	Transcription
Cre02.g095149			Cre02.g095149	Unknown	Unknown
Cre02.g142852			Cre02.g142852	Unknown	Unknown
Cre02.g142150			Cre02.g142150	nuclear membrane	Unknown
Cre02.g094551			Cre02.g094551	Unknown	Unknown
Cre02.g085000			Cre02.g085000	nucleolus rRNA processing positive regulation of transcription by RNA polymerase I protein binding	Ribosome_Biogenesis
Cre02.g089550			Cre02.g089550	plasma membrane protein localization to plasma membrane integrin-mediated signaling pathway	Unknown
Cre02.g115350			Cre02.g115350	Unknown	Unknown
Cre02.g099750			Cre02.g099750	ATP binding protein kinase activity protein phosphorylation protein serine/threonine kinase activity signal transduction	Serine
Cre02.g101600			Cre02.g101600	Unknown	Unknown
Cre02.g091567			Cre02.g091567	Unknown	Unknown
Cre02.g087250			Cre02.g087250	Unknown	Unknown
Cre02.g115900			Cre02.g115900	Unknown	Unknown
Cre02.g141106			Cre02.g141106	Unknown	Unknown
Cre02.g086700			Cre02.g086700	intracellular protein transport Golgi transport complex protein transport Golgi membrane retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum Golgi organization	Vesicle_Trafficking
Cre02.g078100			Cre02.g078100	GTP binding GTPase activity tRNA binding nucleotide binding RNA binding hydrolase activity metal ion binding translation initiation factor activity translation translational initiation cytoplasm	Translation
Cre02.g100200			Cre02.g100200	oxidoreductase activity	Redox_Metabolism
Cre02.g091400			Cre02.g091400	ATP binding ATP hydrolysis activity nucleotide binding cytoplasm cellular response to heat	Unknown
Cre02.g103300			Cre02.g103300	Unknown	Unknown
Cre02.g142950			Cre02.g142950	Unknown	Unknown
Cre02.g073850			Cre02.g073850	photosystem II repair photosystem II photosystem II assembly chloroplast thylakoid lumen	Photosynthesis
Cre02.g143350			Cre02.g143350	signal transduction phosphoric diester hydrolase activity 3',5'-cyclic-nucleotide phosphodiesterase activity hydrolase activity metal ion binding catalytic activity 3',5'-cyclic-AMP phosphodiesterase activity 3',5'-cyclic-GMP phosphodiesterase activity	cAMP_Signalling
Cre02.g074474			Cre02.g074474	Unknown	Unknown
Cre02.g107650			Cre02.g107650	Unknown	Unknown
Cre02.g119600			Cre02.g119600	phosphatidylserine decarboxylase activity phospholipid biosynthetic process lyase activity carboxy-lyase activity	Phospholipid_Biosynthesis
Cre02.g104400			Cre02.g104400	nucleolus	Ribosome_Biogenesis
Cre02.g079004			Cre02.g079004	Unknown	Unknown
Cre02.g087400			Cre02.g087400	Unknown	Unknown
Cre02.g143387			Cre02.g143387	Unknown	Unknown
Cre02.g079351			Cre02.g079351	Unknown	Unknown
Cre02.g110850			Cre02.g110850	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre02.g143087			Cre02.g143087	Unknown	Unknown
Cre02.g074200			Cre02.g074200	Unknown	Unknown
Cre02.g097450			Cre02.g097450	folic acid-containing compound metabolic process dihydroneopterin aldolase activity tetrahydrofolate biosynthetic process lyase activity cytoplasm folic acid biosynthetic process	Folate
Cre02.g103426			Cre02.g103426	Unknown	Unknown
Cre02.g079800			Cre02.g079800	Unknown	Unknown
Cre02.g075676			Cre02.g075676	Unknown	Unknown
Cre02.g077800			Cre02.g077800	actin cytoskeleton organization	Cytoskeleton
Cre02.g114800			Cre02.g114800	Unknown	Unknown
Cre02.g081350			Cre02.g081350	hydrolase activity metal ion binding pyridine nucleotide biosynthetic process nicotinamidase activity	Unknown
Cre02.g106700			Cre02.g106700	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre02.g095151			Cre02.g095151	ATP binding membrane ATP hydrolysis activity nucleotide binding transmembrane transport ATPase-coupled transmembrane transporter activity ABC-type transporter activity	Unknown
Cre02.g089274			Cre02.g089274	protein binding	Unknown
Cre02.g077451			Cre02.g077451	hydrolase activity	Unknown
Cre02.g105150			Cre02.g105150	catalytic activity lyase activity carboxy-lyase activity	Unknown
Cre02.g147050			Cre02.g147050	tubulin binding microtubule polymerization microtubule microtubule bundle formation positive regulation of protein polymerization	Cytoskeleton
Cre02.g081600			Cre02.g081600	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen L-ascorbic acid binding oxidoreductase activity metal ion binding endoplasmic reticulum membrane dioxygenase activity endoplasmic reticulum procollagen-proline 4-dioxygenase activity	Proline
Cre02.g113250			Cre02.g113250	protein binding	Unknown
Cre02.g099150			Cre02.g099150	intracellular protein transport membrane protein transport vesicle-mediated transport SNARE complex soluble NSF attachment protein activity syntaxin binding SNARE complex disassembly protein binding	Vesicle_Trafficking
Cre02.g146750			Cre02.g146750	Unknown	Unknown
Cre02.g095039			Cre02.g095039	Unknown	Unknown
Cre02.g119484			Cre02.g119484	Unknown	Unknown
Cre02.g082200			Cre02.g082200	ATP binding transferase activity kinase activity nucleotide binding amino acid biosynthetic process	Protein_Kinase_Signalling
